,NAME,AHA_ID,ZIP,STATE,SCORE,RANKING,LATITUDE,LONGITUDE,RAW_SCORE,Percentile Rank,STAR,NEW_COOR,LAT,LON
158,Trinity Health Ann Arbor Hospital,6440087,48197,MI,36.9/100,,42.26544705,-83.65447509678506,36.9,0.7534722222222222,4,"(42.2325, -83.6336)",42.2325,-83.6336
159,Beaumont Hospital-Troy,6442463,48314,MI,36.8/100,,42.6185336,-83.0893609,36.8,0.7486111111111111,4,"(42.6124, -83.0345)",42.6124,-83.0345
160,Bridgeport Hospital,6160002,06610,CT,36.8/100,,41.189470850000006,-73.16746970382079,36.8,0.7486111111111111,4,"(41.2005, -73.1688)",41.2005,-73.1688
161,Sanford USD Medical Center,6650007,57105,SD,36.8/100,,43.5354414,-96.74313037183336,36.8,0.7486111111111111,4,"(43.524, -96.7341)",43.524,-96.7341
162,St. Luke's Hospital-Chesterfield,6630075,63017,MO,36.7/100,,38.6509046,-90.50356213211631,36.7,0.7451388888888889,4,"(38.6491, -90.5358)",38.6491,-90.5358
163,Texas Health Presbyterian Hospital Plano,6740945,75093,TX,36.7/100,,33.043745349999995,-96.83625957378422,36.7,0.7451388888888889,4,"(33.0299, -96.7889)",33.0299,-96.7889
164,Sinai Hospital of Baltimore,6320280,21215,MD,36.6/100,,39.35289645,-76.66228716247511,36.6,0.7416666666666667,4,"(39.3446, -76.6794)",39.3446,-76.6794
165,Virtua Voorhees Hospital,6221600,08043,NJ,36.6/100,,39.84324315,-74.9278507119469,36.6,0.7416666666666667,4,"(39.8504, -74.9646)",39.8504,-74.9646
166,Albany Medical Center,6210030,12208,NY,36.5/100,,42.653810500000006,-73.77695851652038,36.5,0.7381944444444445,4,"(42.656, -73.7964)",42.656,-73.7964
167,Elmhurst Hospital,6431620,11373,NY,36.4/100,,40.74476995,-73.88564685011681,36.4,0.7354166666666667,4,"(40.7351, -73.8776)",40.7351,-73.8776
168,University Hospital-Augusta,6380270,30901,GA,36.4/100,,33.47126795,-81.98237338609431,36.4,0.7354166666666667,4,"(33.4601, -81.973)",33.4601,-81.973
169,Baptist Health Floyd,6421045,47150,IN,36.2/100,,38.3012356,-85.83365108563402,36.2,0.73125,4,"(38.3089, -85.8221)",38.3089,-85.8221
170,John H. Stroger Jr. Hospital of Cook County,6430600,60612,IL,36.2/100,,41.8729343,-87.67380048794101,36.2,0.73125,4,"(41.8805, -87.6873)",41.8805,-87.6873
171,Ascension St. John Hospital,6440805,48054,MI,36.1/100,,42.785390750000005,-82.4810795814041,36.1,0.725,4,"(42.7769, -82.5437)",42.7769,-82.5437
172,Community Hospital of the Monterey Peninsula,6930385,93940,CA,36.1/100,,36.57924305,-121.9132030141608,36.1,0.725,4,"(36.5802, -121.8443)",36.5802,-121.8443
173,Grady Memorial Hospital,6380130,30303,GA,36.1/100,,33.7517323,-84.3820052053816,36.1,0.725,4,"(33.7525, -84.3888)",33.7525,-84.3888
174,OhioHealth Riverside Methodist Hospital,6411110,43214,OH,36.1/100,,40.03108285,-83.03471619725235,36.1,0.725,4,"(40.0535, -83.0187)",40.0535,-83.0187
175,Prisma Health Greenville Memorial Hospital,6370323,29601,SC,35.9/100,,34.81959795,-82.41041755696604,35.9,0.71875,4,"(34.8472, -82.406)",34.8472,-82.406
176,Providence St. Vincent Medical Center,6920540,97225,OR,35.9/100,,45.5109344,-122.77406415,35.9,0.71875,4,"(45.4985, -122.7787)",45.4985,-122.7787
177,Renown Regional Medical Center,6880130,89502,NV,35.9/100,,39.52549275,-119.79596002487868,35.9,0.71875,4,"(39.4972, -119.7764)",39.4972,-119.7764
178,Ascension Seton Medical Center Austin,6740200,78705,TX,35.8/100,,30.3051991,-97.74546130841048,35.8,0.7138888888888889,4,"(30.2896, -97.7396)",30.2896,-97.7396
179,Mount Carmel St. Ann's Hospital,6411060,43081,OH,35.8/100,,40.11459975,-82.94466901501167,35.8,0.7138888888888889,4,"(40.1146, -82.9105)",40.1146,-82.9105
180,Swedish Hospital,6431180,98052,WA,35.8/100,,47.67640045,-122.0991002,35.8,0.7138888888888889,4,"(47.6718, -122.1232)",47.6718,-122.1232
181,Ascension Providence Rochester Hospital,6442198,48307,MI,35.7/100,,42.67884645,-83.14916252338845,35.7,0.7104166666666667,4,"(42.6593, -83.1225)",42.6593,-83.1225
182,UCHealth Memorial Hospital,6840190,80903,CO,35.6/100,,38.839738,-104.7995594,35.6,0.7083333333333334,4,"(38.8388, -104.8145)",38.8388,-104.8145
183,Geisinger Medical Center,6230550,17822,PA,35.4/100,,40.966707,-76.605347,35.4,0.7069444444444445,4,"(40.9674, -76.6049)",40.9674,-76.6049
184,Houston Methodist Sugar Land Hospital,6740138,77479,TX,35.3/100,,29.58961845,-95.6303336841852,35.3,0.7020833333333333,4,"(29.5785, -95.6066)",29.5785,-95.6066
185,Northwest Community Hospital,6432485,60005,IL,35.3/100,,42.06887875,-87.99289102900977,35.3,0.7020833333333333,4,"(42.0639, -87.9856)",42.0639,-87.9856
186,Sharp Grossmont Hospital,6930887,91942,CA,35.3/100,,32.78093805,-117.00666249522897,35.3,0.7020833333333333,4,"(32.7835, -117.0189)",32.7835,-117.0189
187,UPMC Hamot,6230760,16550,PA,35.3/100,,42.1337769,-80.08726459816377,35.3,0.7020833333333333,4,"(42.1292, -80.0851)",42.1292,-80.0851
188,Vassar Brothers Medical Center,6214140,12601,NY,35.3/100,,41.6936055,-73.93481691180614,35.3,0.7020833333333333,4,"(41.7035, -73.9117)",41.7035,-73.9117
189,Intermountain Medical Center,6870141,84107,UT,35.2/100,,40.65952605,-111.8911943773619,35.2,0.69375,4,"(40.6568, -111.8904)",40.6568,-111.8904
190,Mayo Clinic Eau Claire,6450310,54701,WI,35.2/100,,44.7923596,-91.5080934781978,35.2,0.69375,4,"(44.784, -91.4877)",44.784,-91.4877
191,Medical Center of Aurora,6840014,80012,CO,35.2/100,,39.691197,-104.8319607,35.2,0.69375,4,"(39.6987, -104.8377)",39.6987,-104.8377
192,Sparks Regional Medical Center,6710220,72901,AR,35.2/100,,35.373154650000004,-94.41934629895964,35.2,0.69375,4,"(35.3653, -94.411)",35.3653,-94.411
193,UPMC Harrisburg,6230039,17101,PA,35.1/100,,40.25773185,-76.87973120761411,35.1,0.6888888888888889,4,"(40.2618, -76.8831)",40.2618,-76.8831
194,Huntington Hospital,6932350,91105,CA,35.0/100,,34.133226050000005,-118.15224362882287,35.0,0.6847222222222222,4,"(34.1355, -118.1636)",34.1355,-118.1636
195,Methodist Hospital of Southern California,6931630,91007,CA,35.0/100,,34.13412015,-118.04196128680682,35.0,0.6847222222222222,4,"(34.1243, -118.0515)",34.1243,-118.0515
196,Methodist Hospital-San Antonio,6743122,78229,TX,35.0/100,,29.508434450000003,-98.57193321760892,35.0,0.6847222222222222,4,"(29.5042, -98.5697)",29.5042,-98.5697
197,University of Cincinnati Medical Center,6410435,45267,OH,35.0/100,,39.13821725,-84.50332646284724,35.0,0.6847222222222222,4,"(39.1668, -84.5382)",39.1668,-84.5382
198,Parkview Regional Medical Center,6429153,46845,IN,34.9/100,,41.1865271,-85.1012666127903,34.9,0.6791666666666667,4,"(41.1958, -85.1191)",41.1958,-85.1191
199,Santa Barbara Cottage Hospital,6933375,93105,CA,34.9/100,,34.4302707,-119.722808,34.9,0.6791666666666667,4,"(34.4369, -119.7285)",34.4369,-119.7285
200,Ascension St. Vincent Hospital,6420715,47834,IN,34.8/100,,39.5288684,-87.11129780414319,34.8,0.6743055555555556,4,"(39.521, -87.1278)",39.521,-87.1278
201,Bethesda North Hospital,6410382,45242,OH,34.8/100,,39.2513937,-84.3401060680363,34.8,0.6743055555555556,4,"(39.2447, -84.3455)",39.2447,-84.3455
202,Saratoga Hospital,6214520,12866,NY,34.8/100,,43.0858549,-73.79717755305575,34.8,0.6743055555555556,4,"(43.0708, -73.7408)",43.0708,-73.7408
203,St. David's Medical Center,6740190,78705,TX,34.8/100,,30.2896987,-97.72568586862798,34.8,0.6743055555555556,4,"(30.2896, -97.7396)",30.2896,-97.7396
204,Memorial Hermann Memorial City Medical Center,6741970,77024,TX,34.6/100,,29.78170415,-95.5467101720886,34.6,0.6708333333333333,4,"(29.7696, -95.5201)",29.7696,-95.5201
205,Baystate Medical Center,6141955,01199,MA,34.4/100,,42.12152205,-72.60300615153007,34.4,0.6680555555555555,4,"(42.1199, -72.605)",42.1199,-72.605
206,Willis-Knighton Medical Center,6720877,71103,LA,34.4/100,,32.48491885,-93.77870669427526,34.4,0.6680555555555555,4,"(32.4945, -93.7727)",32.4945,-93.7727
207,Bronson Methodist Hospital,6441550,49007,MI,34.3/100,,42.28656025,-85.5801876393196,34.3,0.6625,4,"(42.3024, -85.5882)",42.3024,-85.5882
208,Carilion Roanoke Memorial Hospital,6341040,24014,VA,34.3/100,,37.25133545,-79.94157574667845,34.3,0.6625,4,"(37.2327, -79.9463)",37.2327,-79.9463
209,Kaiser Permanente Moanalua Medical Center,6950330,96819,HI,34.3/100,,21.3633504,-157.899779,34.3,0.6625,4,"(21.3488, -157.8759)",21.3488,-157.8759
210,Los Alamitos Medical Center,693139A,90720,CA,34.3/100,,33.80426225,-118.06704459961313,34.3,0.6625,4,"(33.7956, -118.0648)",33.7956,-118.0648
211,Main Line Health Bryn Mawr Hospital,6230260,19073,PA,34.3/100,,39.9874076,-75.41054720645789,34.3,0.6625,4,"(39.9863, -75.407)",39.9863,-75.407
212,Banner Desert Medical Center,6860016,85202,AZ,34.2/100,,33.3896734,-111.87716994772872,34.2,0.6583333333333333,4,"(33.3851, -111.8724)",33.3851,-111.8724
213,Jackson Memorial Hospital,6390573,33136,FL,34.1/100,,25.7916705,-80.21260146013265,34.1,0.65625,4,"(25.7864, -80.2042)",25.7864,-80.2042
214,St. Joseph's Hospital-Tampa,6390053,33603,FL,34.1/100,,27.98275015,-82.4914636630387,34.1,0.65625,4,"(27.9845, -82.463)",27.9845,-82.463
215,East Jefferson General Hospital,6720418,70006,LA,33.9/100,,30.0131832,-90.18109626848826,33.9,0.6534722222222222,4,"(30.0129, -90.1915)",30.0129,-90.1915
216,St. Mary's Regional Medical Center-Reno,6880110,89503,NV,33.9/100,,39.5324743,-119.81981311951776,33.9,0.6534722222222222,4,"(39.5354, -119.8374)",39.5354,-119.8374
217,Legacy Good Samaritan Medical Center,6920418,97210,OR,33.8/100,,45.5300829,-122.69556331389676,33.8,0.6506944444444445,4,"(45.5303, -122.7033)",45.5303,-122.7033
218,Moses H. Cone Memorial Hospital,6360002,27401,NC,33.8/100,,36.0914674,-79.78629260736251,33.8,0.6506944444444445,4,"(36.0697, -79.7682)",36.0697,-79.7682
219,Baptist Medical Center Jacksonville,6390308,32207,FL,33.7/100,,30.315937750000003,-81.66325825709765,33.7,0.6465277777777778,4,"(30.2908, -81.6321)",30.2908,-81.6321
220,South Shore Hospital-South Weymouth,6141900,02190,MA,33.7/100,,42.1755398,-70.9539153674405,33.7,0.6465277777777778,4,"(42.1751, -70.9495)",42.1751,-70.9495
221,Texas Health Harris Methodist Hospital Fort Worth,6741440,76104,TX,33.7/100,,32.7369675,-97.33885895982792,33.7,0.6465277777777778,4,"(32.7256, -97.3184)",32.7256,-97.3184
222,Mount Sinai Medical Center,6390640,33140,FL,33.6/100,,25.81338075,-80.14087344557441,33.6,0.6423611111111112,4,"(25.8198, -80.1337)",25.8198,-80.1337
223,Scripps Memorial Hospital-Encinitas,6930648,92024,CA,33.6/100,,33.03785755,-117.28449840926156,33.6,0.6423611111111112,4,"(33.0535, -117.2689)",33.0535,-117.2689
224,Doctors Hospital at Renaissance,6740232,78539,TX,33.5/100,,26.25373185,-98.20621188725784,33.5,0.6375,4,"(26.2792, -98.1832)",26.2792,-98.1832
225,Mercy Health-Fairfield Hospital,6410855,45014,OH,33.5/100,,39.31334,-84.51704311045535,33.5,0.6375,4,"(39.3266, -84.5479)",39.3266,-84.5479
226,Our Lady of the Lake Regional Medical Center,6720028,70808,LA,33.5/100,,30.40329195,-91.10669674629337,33.5,0.6375,4,"(30.4066, -91.1468)",30.4066,-91.1468
227,St. Mary's Medical Center-Huntington,6350400,25702,WV,33.5/100,,38.43118585,-82.40048172744117,33.5,0.6375,4,"(38.4286, -82.3911)",38.4286,-82.3911
228,MultiCare Tacoma General Hospital,6911018,98403,WA,33.4/100,,47.26004399999999,-122.45280402792288,33.4,0.6326388888888889,4,"(47.2643, -122.4575)",47.2643,-122.4575
229,St. Alphonsus Regional Medical Center,6820040,83704,ID,33.4/100,,43.6136926,-116.25597697009589,33.4,0.6326388888888889,4,"(43.633, -116.2951)",43.633,-116.2951
230,AdventHealth Hinsdale,6431920,60521,IL,33.3/100,,41.80568875,-87.9205187159671,33.3,0.6263888888888889,4,"(41.8001, -87.9287)",41.8001,-87.9287
231,Allegheny General Hospital,6230041,15212,PA,33.3/100,,40.45697185,-80.00330688247614,33.3,0.6263888888888889,4,"(40.4406, -79.9959)",40.4406,-79.9959
232,Ascension Alexian Brothers Hospital,6431613,60007,IL,33.3/100,,42.0049353,-88.0160223525147,33.3,0.6263888888888889,4,"(42.0076, -87.9931)",42.0076,-87.9931
233,Christus Mother Frances Hospital-Tyler,6743570,75701,TX,33.3/100,,32.343194600000004,-95.29112364539604,33.3,0.6263888888888889,4,"(32.3254, -95.2922)",32.3254,-95.2922
234,Menorah Medical Center,6670020,66209,KS,33.3/100,,38.91001905,-94.65159693054947,33.3,0.6263888888888889,4,"(38.9667, -94.6169)",38.9667,-94.6169
235,Mercy San Juan Medical Center,6930037,95608,CA,33.3/100,,38.66952005,-121.3131765300122,33.3,0.6263888888888889,4,"(38.6284, -121.3287)",38.6284,-121.3287
236,Summa Health-Akron Campus,6410012,44304,OH,33.3/100,,41.080726350000006,-81.50047818087516,33.3,0.6263888888888889,4,"(41.0814, -81.519)",41.0814,-81.519
237,Indiana University Health Arnett Hospital,6420076,47905,IN,33.2/100,,40.40068445,-86.80629351441166,33.2,0.6173611111111111,4,"(40.4001, -86.8602)",40.4001,-86.8602
238,Legacy Meridian Park Medical Center,6920805,97062,OR,33.2/100,,45.37834965,-122.74146327661194,33.2,0.6173611111111111,4,"(45.3727, -122.7631)",45.3727,-122.7631
239,Sarasota Memorial Hospital,6390052,34239,FL,33.2/100,,27.3186485,-82.53178472755263,33.2,0.6173611111111111,4,"(27.3111, -82.5195)",27.3111,-82.5195
240,The University of Tennessee Medical Center,6520575,37920,TN,33.2/100,,35.940071,-83.94347854130234,33.2,0.6173611111111111,4,"(35.8929, -83.9387)",35.8929,-83.9387
241,University of Maryland St. Joseph Medical Center,6320260,21204,MD,33.2/100,,39.38711115,-76.61108884606278,33.2,0.6173611111111111,4,"(39.4072, -76.6038)",39.4072,-76.6038
242,Mississippi Baptist Medical Center,6540007,39202,MS,33.1/100,,32.31506295,-90.1801577774954,33.1,0.6125,4,"(32.3149, -90.1782)",32.3149,-90.1782
243,Danbury Hospital,6160100,06810,CT,33.0/100,,41.40521795,-73.44515867833094,33.0,0.6097222222222223,4,"(41.3917, -73.4532)",41.3917,-73.4532
244,Mercy Hospital St. Louis,6631165,63017,MO,33.0/100,,38.6484715,-90.5340658,33.0,0.6097222222222223,4,"(38.6491, -90.5358)",38.6491,-90.5358
245,MercyOne Des Moines Medical Center,6620003,50314,IA,33.0/100,,41.5990677,-93.62358434868624,33.0,0.6097222222222223,4,"(41.603, -93.633)",41.603,-93.633
246,Banner Thunderbird Medical Center,6860013,85306,AZ,32.9/100,,33.60894775,-112.17973936395065,32.9,0.6034722222222222,4,"(33.6239, -112.1776)",33.6239,-112.1776
247,Bayhealth Kent General Hospital,6310007,19901,DE,32.9/100,,39.151393350000006,-75.52357108854638,32.9,0.6034722222222222,4,"(39.1564, -75.4955)",39.1564,-75.4955
248,Lafayette General Medical Center,6720340,70503,LA,32.9/100,,30.20276755,-92.01943869976498,32.9,0.6034722222222222,4,"(30.1843, -92.0497)",30.1843,-92.0497
249,Ochsner LSU Health Shreveport  Academic Medical Center,6720776,71103,LA,32.9/100,,32.480943499999995,-93.76188166664248,32.9,0.6034722222222222,4,"(32.4945, -93.7727)",32.4945,-93.7727
250,Winchester Medical Center,6341200,22603,VA,32.9/100,,39.1918903,-78.20042507814924,32.9,0.6034722222222222,4,"(39.264, -78.1989)",39.264,-78.1989
251,Aurora West Allis Medical Center,6452165,53227,WI,32.8/100,,43.00089305,-88.02440550210889,32.8,0.5979166666666667,3,"(42.9949, -88.0364)",42.9949,-88.0364
252,Miami Valley Hospital,6411190,45409,OH,32.7/100,,39.74524605,-84.18604426125285,32.7,0.5951388888888889,3,"(39.7238, -84.1854)",39.7238,-84.1854
253,Winchester Hospital,6142280,01890,MA,32.7/100,,42.465802,-71.1227029917842,32.7,0.5951388888888889,3,"(42.453, -71.1441)",42.453,-71.1441
254,Auxilio Mutuo Hospital,6040155,00931,PR,32.6/100,,18.40963155,-66.05105236899138,32.6,0.5923611111111111,3,"(nan, nan)",,
255,Texas Health Presbyterian Hospital Dallas,6741050,75231,TX,32.6/100,,32.87977855,-96.76244674183924,32.6,0.5923611111111111,3,"(32.8756, -96.7495)",32.8756,-96.7495
256,Cooper University Health Care-Camden,6220190,08034,NJ,32.4/100,,39.90285625,-75.01404095136647,32.4,0.5868055555555556,3,"(39.9074, -75.0008)",39.9074,-75.0008
257,Enloe Medical Center,6930096,95926,CA,32.4/100,,39.7424302,-121.85020084064624,32.4,0.5868055555555556,3,"(39.7458, -121.8444)",39.7458,-121.8444
258,Reading Hospital,6233443,19611,PA,32.4/100,,40.33064195,-75.95017113808055,32.4,0.5868055555555556,3,"(40.325, -75.9442)",40.325,-75.9442
259,SSM Health St. Louis University Hospital,6631020,63110,MO,32.4/100,,38.6229713,-90.2390457,32.4,0.5868055555555556,3,"(38.6185, -90.2564)",38.6185,-90.2564
260,Centra Lynchburg General Hospital,6340013,24501,VA,32.3/100,,37.41708885,-79.17145124709822,32.3,0.5833333333333334,3,"(37.353, -79.1557)",37.353,-79.1557
261,Boone Hospital Center,6630130,65201,MO,32.2/100,,38.94891115,-92.3157216364498,32.2,0.5791666666666667,3,"(38.9382, -92.3049)",38.9382,-92.3049
262,Halifax Health Medical Center of Daytona Beach,6390056,32114,FL,32.2/100,,29.2002556,-81.05411926079067,32.2,0.5791666666666667,3,"(29.2012, -81.0371)",29.2012,-81.0371
263,HCA Houston Healthcare Clear Lake,6740149,77598,TX,32.2/100,,29.54101445,-95.1278911223594,32.2,0.5791666666666667,3,"(29.5564, -95.144)",29.5564,-95.144
264,Orlando Health-Orlando Regional Medical Center,6390695,32806,FL,32.2/100,,28.5249903,-81.3771828,32.2,0.5791666666666667,3,"(28.514, -81.357)",28.514,-81.357
265,WellSpan York Hospital,6233550,17403,PA,32.2/100,,39.94527035,-76.7182406863968,32.2,0.5791666666666667,3,"(39.9494, -76.713)",39.9494,-76.713
266,Cape Coral Hospital,6390068,33990,FL,32.1/100,,26.63949695,-81.94327389128298,32.1,0.5743055555555555,3,"(26.6265, -81.9677)",26.6265,-81.9677
267,Kaiser Permanente Riverside Medical Center,6932605,92505,CA,32.1/100,,33.9049907,-117.46926419076487,32.1,0.5743055555555555,3,"(33.9228, -117.4867)",33.9228,-117.4867
268,Houston Methodist West Hospital,6740878,77094,TX,32.0/100,,29.78729135,-95.69810669235056,32.0,0.5701388888888889,3,"(29.7705, -95.7107)",29.7705,-95.7107
269,Jefferson Hospital-Jefferson Hills,6230979,15025,PA,32.0/100,,40.3184899,-79.93344824387502,32.0,0.5701388888888889,3,"(40.3243, -79.9317)",40.3243,-79.9317
270,St. Luke's Cornwall Hospital,6210037,12550,NY,32.0/100,,41.5034081,-74.01438828333266,32.0,0.5701388888888889,3,"(41.5372, -74.0526)",41.5372,-74.0526
271,Sanford Medical Center Bismarck,6640020,58501,ND,31.9/100,,46.80749415,-100.78233460544614,31.9,0.5666666666666667,3,"(46.8083, -100.7837)",46.8083,-100.7837
272,Adventist Healthcare Shady Grove Medical Center,6320775,20850,MD,31.8/100,,39.0984534,-77.1985460134224,31.8,0.5638888888888889,3,"(39.087, -77.168)",39.087,-77.168
273,Nebraska Methodist Hospital,6660710,68114,NE,31.8/100,,41.2569447,-96.0419008802565,31.8,0.5638888888888889,3,"(41.2656, -96.0493)",41.2656,-96.0493
274,Norton Hospitals,6510488,40217,KY,31.8/100,,38.21551015,-85.72207351604759,31.8,0.5638888888888889,3,"(38.2174, -85.7404)",38.2174,-85.7404
275,Mercy General Hospital,6932670,95819,CA,31.6/100,,38.57057075,-121.45302027905446,31.6,0.5597222222222222,3,"(38.5683, -121.4366)",38.5683,-121.4366
276,Scripps Mercy Hospital,6932810,92103,CA,31.6/100,,32.7513283,-117.16007101785884,31.6,0.5597222222222222,3,"(32.7466, -117.1636)",32.7466,-117.1636
277,Cabell Huntington Hospital,6350345,25701,WV,31.5/100,,38.40906865,-82.4262089895993,31.5,0.55625,3,"(38.4097, -82.4423)",38.4097,-82.4423
278,Creighton University Medical Center-Bergan Mercy,6660720,68124,NE,31.5/100,,41.2395005,-96.03112319371702,31.5,0.55625,3,"(41.2338, -96.0495)",41.2338,-96.0495
279,Glens Falls Hospital,6211670,12801,NY,31.4/100,,43.3063845,-73.64601065973591,31.4,0.5534722222222223,3,"(43.3115, -73.6448)",43.3115,-73.6448
280,North Kansas City Hospital,6630785,64116,MO,31.4/100,,39.14991225,-94.55144290900245,31.4,0.5534722222222223,3,"(39.1479, -94.568)",39.1479,-94.568
281,Christ Hospital,6410430,07306,NJ,31.3/100,,40.73391145,-74.04998937949378,31.3,0.5513888888888889,3,"(40.7321, -74.066)",40.7321,-74.066
282,AdventHealth Tampa,6391103,33613,FL,31.2/100,,28.07149065,-82.42189717822723,31.2,0.5486111111111112,3,"(28.0772, -82.4455)",28.0772,-82.4455
283,McLeod Regional Medical Center,6370009,29505,SC,31.2/100,,34.19697645,-79.75812559645587,31.2,0.5486111111111112,3,"(34.1231, -79.6893)",34.1231,-79.6893
284,UPMC Magee-Womens Hospital,6232460,15213,PA,31.2/100,,40.4373688,-79.96128067750435,31.2,0.5486111111111112,3,"(40.444, -79.9552)",40.444,-79.9552
285,Our Lady of Lourdes Regional Medical Center,6720343,70508,LA,31.1/100,,30.15038875,-92.0361802660086,31.1,0.5451388888888888,3,"(30.1582, -92.0236)",30.1582,-92.0236
286,PIH Health Hospital-Whittier,6933885,90602,CA,31.1/100,,33.96997575,-118.04971692118872,31.1,0.5451388888888888,3,"(33.9693, -118.0337)",33.9693,-118.0337
287,University of Mississippi Medical Center,6540004,39216,MS,31.0/100,,32.32938955,-90.1725205723653,31.0,0.5430555555555555,3,"(32.3386, -90.1708)",32.3386,-90.1708
288,FirstHealth Moore Regional Hospital,6361150,28374,NC,30.9/100,,35.2059281,-79.45629907800082,30.9,0.5409722222222222,3,"(35.1884, -79.4732)",35.1884,-79.4732
289,St. David's North Austin Medical Center,6740093,78758,TX,30.9/100,,30.4117954,-97.70636441917073,30.9,0.5409722222222222,3,"(30.3764, -97.7078)",30.3764,-97.7078
290,Baptist Health Medical Center-Little Rock,6710335,72205,AR,30.8/100,,34.743831,-92.381003587338,30.8,0.5388888888888889,3,"(34.751, -92.3455)",34.751,-92.3455
291,Baptist Health Lexington,6510407,40503,KY,30.7/100,,38.01869995,-84.51235422426745,30.7,0.5354166666666667,3,"(38.001, -84.5282)",38.001,-84.5282
292,Gulf Coast Medical Center,6390323,33912,FL,30.7/100,,28.2918669,-82.70967880407579,30.7,0.5354166666666667,3,"(26.4972, -81.8246)",26.4972,-81.8246
293,Mary Washington Hospital,6340290,22401,VA,30.7/100,,38.31038945,-77.4838342856807,30.7,0.5354166666666667,3,"(38.2995, -77.4772)",38.2995,-77.4772
294,University of Vermont Medical Center,6130001,05401,VT,30.7/100,,44.47849285,-73.19291916790445,30.7,0.5354166666666667,3,"(44.484, -73.2199)",44.484,-73.2199
295,AnMed Health Medical Center,6370030,29621,SC,30.6/100,,34.51176615,-82.64641246303822,30.6,0.5291666666666667,3,"(34.5261, -82.6304)",34.5261,-82.6304
296,DMC Sinai-Grace Hospital,6440630,48235,MI,30.6/100,,42.41907925,-83.18238206795442,30.6,0.5291666666666667,3,"(42.4261, -83.1951)",42.4261,-83.1951
297,Kaiser Permanente Los Angeles Medical Center,6930051,90027,CA,30.6/100,,34.09851265,-118.2943684695432,30.6,0.5291666666666667,3,"(34.104, -118.2925)",34.104,-118.2925
298,Rapides Regional Medical Center,6720020,71301,LA,30.6/100,,31.31446655,-92.44979328481406,30.6,0.5291666666666667,3,"(31.2885, -92.4633)",31.2885,-92.4633
299,Wilmot Cancer Institute,6214330,14620,NY,30.6/100,,43.12224715000001,-77.62210325060374,30.6,0.5291666666666667,3,"(43.1317, -77.6062)",43.1317,-77.6062
300,Providence Sacred Heart Medical Center and Children's Hospital,6910980,99204,WA,30.5/100,,47.6483761,-117.41171020983217,30.5,0.525,3,"(47.6501, -117.4298)",47.6501,-117.4298
301,Morton Plant Hospital,6390090,33756,FL,30.4/100,,27.952054,-82.80158397341086,30.4,0.5229166666666667,3,"(27.947, -82.7943)",27.947,-82.7943
302,Santa Clara Valley Medical Center,6933240,95128,CA,30.4/100,,37.31312855,-121.935317957676,30.4,0.5229166666666667,3,"(37.3163, -121.9356)",37.3163,-121.9356
303,El Camino Health-Mountain View,6931392,94040,CA,30.3/100,,37.368933,-122.0804218,30.3,0.5173611111111112,3,"(37.3855, -122.088)",37.3855,-122.088
304,Regions Hospital,6611570,55101,MN,30.3/100,,44.955612650000006,-93.0946632397233,30.3,0.5173611111111112,3,"(44.9512, -93.0902)",44.9512,-93.0902
305,RMC Anniston,6530070,36207,AL,30.3/100,,33.6553544,-85.823759725,30.3,0.5173611111111112,3,"(33.6803, -85.7137)",33.6803,-85.7137
306,Sentara RMH Medical Center,6340340,22801,VA,30.3/100,,38.4052016,-78.85597049217591,30.3,0.5173611111111112,3,"(38.4489, -78.8714)",38.4489,-78.8714
307,St. Francis Hospital-Tulsa,6731215,74136,OK,30.3/100,,36.07155745,-95.9197326453028,30.3,0.5173611111111112,3,"(36.0605, -95.9452)",36.0605,-95.9452
308,UnityPoint Health-St. Luke's Hospital,6620180,51104,IA,30.3/100,,42.5194986,-96.40547726179771,30.3,0.5173611111111112,3,"(42.5254, -96.4005)",42.5254,-96.4005
309,Medical Center of Trinity,6398093,34655,FL,30.2/100,,28.18931875,-82.6681842029883,30.2,0.5111111111111111,3,"(28.2129, -82.6807)",28.2129,-82.6807
310,SSM Health St. Mary's Hospital-St. Louis,6630995,63117,MO,30.2/100,,38.63211805,-90.31100715237385,30.2,0.5111111111111111,3,"(38.6295, -90.3342)",38.6295,-90.3342
311,St. Anthony's Hospital,6390940,33713,FL,30.2/100,,27.7780068,-82.65020472756231,30.2,0.5111111111111111,3,"(27.789, -82.6779)",27.789,-82.6779
312,Bellin Memorial Hospital,6450420,54305,WI,30.0/100,,44.50273985,-88.01146462242782,30.0,0.50625,3,"(44.4601, -88.0074)",44.4601,-88.0074
313,Mercy Hospital Springfield,6631350,65804,MO,30.0/100,,37.1779865,-93.27414378114038,30.0,0.50625,3,"(37.1654, -93.2522)",37.1654,-93.2522
314,Alta Bates Summit Medical Center-Berkeley,6930290,94704,CA,29.9/100,,37.86306425,-122.2709138051802,29.9,0.5020833333333333,3,"(37.8664, -122.257)",37.8664,-122.257
315,Henry Ford West Bloomfield Hospital,6440049,48322,MI,29.9/100,,42.53736925,-83.40713014827361,29.9,0.5020833333333333,3,"(42.5424, -83.3793)",42.5424,-83.3793
316,Miriam Hospital,6150130,02906,RI,29.9/100,,41.85236555,-71.39827286024945,29.9,0.5020833333333333,3,"(41.8351, -71.3971)",41.8351,-71.3971
